Fecha;País;Marca;Cliente;Ingresos;Gastos
27/05/2021;Uruguay;NexTec;Grandes clientes;12794,64;$10782
29/05/2021;Chile;NeuroNet;Instituciones educativas;3139,20;$2180
29/05/2021;México;OmegaTech;Pequeñas y medianas empresas;1359514,80;$1156050
30/05/2021;Chile;OmegaTech;Sector público;1661821,70;$1299469,6
31/05/2021;Uruguay;Cybernova;Sector público;460346,25;$359970
31/05/2021;México;Innovatech;Grandes clientes;26114,40;$21060
1/06/2021;México;NeuroNet;Grandes clientes;27102,10;$20741,4
2/06/2021;Perú;NeuroNet;Instituciones educativas;52734,00;$41360
2/06/2021;Uruguay;OmegaTech;Sector público;731472,00;$566020
2/06/2021;Perú;NexTec;Sector público;6756,40;$5080
3/06/2021;Perú;NexTec;Consumidores finales;219649,04;$188400
3/06/2021;Chile;OmegaTech;Sector público;39820,80;$20740
3/06/2021;Chile;Cybernova;Grandes clientes;22271,04;$18981
3/06/2021;Chile;NexTec;Grandes clientes;50626,08;$39143,88
4/06/2021;Uruguay;NexTec;Sector público;33031,60;$17570
4/06/2021;Argentina;Cybernova;Sector público;354277,00;$306020
4/06/2021;México;NexTec;Sector público;4573,94;$3267,1
7/06/2021;Perú;Cybernova;Consumidores finales;133016,83;$130200
9/06/2021;Argentina;Innovatech;Consumidores finales;132878,94;$111672
9/06/2021;México;NexTec;Sector público;40775,68;$23168
9/06/2021;Perú;NexTec;Grandes clientes;17449,94;$15043,05
10/06/2021;Argentina;NexTec;Sector público;50597,00;$26630
12/06/2021;Argentina;Cybernova;Consumidores finales;9231,92;$5715
14/06/2021;Perú;Innovatech;Sector público;25174,93;$19545,75
14/06/2021;Argentina;NeuroNet;Pequeñas y medianas empresas;382788,00;$343000
14/06/2021;Argentina;NeuroNet;Pequeñas y medianas empresas;260580,00;$252500
15/06/2021;Perú;Cybernova;Consumidores finales;238675,96;$204720
16/06/2021;Chile;NexTec;Consumidores finales;341415,00;$315619,2
17/06/2021;Perú;OmegaTech;Instituciones educativas;20390,37;$14938
17/06/2021;Perú;NeuroNet;Consumidores finales;543780,00;$471276
18/06/2021;Argentina;Innovatech;Instituciones educativas;22794,30;$17670
18/06/2021;Uruguay;Innovatech;Sector público;13939,93;$10592,65
18/06/2021;Uruguay;OmegaTech;Pequeñas y medianas empresas;462861,00;$414750
18/06/2021;Perú;Cybernova;Grandes clientes;27799,20;$23166
19/06/2021;Chile;Cybernova;Sector público;46507,10;$25275,6
19/06/2021;México;Cybernova;Pequeñas y medianas empresas;2294884,80;$2078700
20/06/2021;Uruguay;Cybernova;Consumidores finales;81281,25;$79560
21/06/2021;Argentina;NexTec;Consumidores finales;1222463,81;$1117681,2
23/06/2021;México;NeuroNet;Consumidores finales;179713,56;$166135,2
23/06/2021;Chile;OmegaTech;Sector público;31308,41;$24046,4
23/06/2021;México;OmegaTech;Sector público;9716,08;$5520,5
24/06/2021;Perú;OmegaTech;Instituciones educativas;28299,75;$19450
24/06/2021;México;Innovatech;Sector público;107156,00;$89440
24/06/2021;Chile;NexTec;Grandes clientes;10569,12;$8172
25/06/2021;Uruguay;Cybernova;Sector público;10420,62;$8655
26/06/2021;Perú;NeuroNet;Pequeñas y medianas empresas;1052565,15;$963887,5
27/06/2021;Uruguay;NexTec;Instituciones educativas;50378,45;$35729,4
27/06/2021;Uruguay;OmegaTech;Sector público;1675070,88;$1296185,8
27/06/2021;Perú;Cybernova;Sector público;27287,26;$14514,5
27/06/2021;Perú;OmegaTech;Grandes clientes;42091,37;$36285,66
27/06/2021;Argentina;NexTec;Grandes clientes;15637,69;$13637,52
29/06/2021;México;NexTec;Consumidores finales;7131,92;$4415
30/06/2021;Uruguay;Cybernova;Consumidores finales;112860,00;$98841,6
2/07/2021;Uruguay;NeuroNet;Sector público;936138,00;$747760
2/07/2021;México;NeuroNet;Sector público;15083,25;$12675
4/07/2021;Argentina;NexTec;Consumidores finales;94668,75;$79560
4/07/2021;Uruguay;NeuroNet;Sector público;201285,00;$166140
4/07/2021;México;OmegaTech;Sector público;19971,60;$11220
4/07/2021;Uruguay;Innovatech;Pequeñas y medianas empresas;879784,20;$814615
5/07/2021;Uruguay;Cybernova;Instituciones educativas;13680,86;$9212,7
5/07/2021;Uruguay;OmegaTech;Sector público;116463,50;$84028,5
5/07/2021;Perú;NeuroNet;Pequeñas y medianas empresas;2662952,16;$2580380
7/07/2021;Chile;OmegaTech;Sector público;7388,85;$5675
7/07/2021;Perú;NexTec;Sector público;13069,89;$7103,2
7/07/2021;Perú;NexTec;Pequeñas y medianas empresas;185351,76;$177540
8/07/2021;Chile;Cybernova;Consumidores finales;385733,65;$327480
8/07/2021;Chile;NeuroNet;Sector público;1054900,67;$861143,4
8/07/2021;Perú;NeuroNet;Grandes clientes;24719,40;$19935
9/07/2021;Perú;Cybernova;Consumidores finales;219649,04;$188400
9/07/2021;Perú;NexTec;Sector público;53257,60;$29920
9/07/2021;Uruguay;Cybernova;Pequeñas y medianas empresas;87906,00;$80500
10/07/2021;México;NexTec;Instituciones educativas;37080,00;$24720
10/07/2021;Uruguay;Cybernova;Grandes clientes;25904,34;$21829,5
11/07/2021;México;Innovatech;Sector público;1949582,25;$1462890
13/07/2021;Argentina;NexTec;Instituciones educativas;78702,62;$59623,2
13/07/2021;Argentina;NexTec;Sector público;12793,96;$9230,85
13/07/2021;Uruguay;NexTec;Sector público;28942,46;$21761,25
14/07/2021;México;NeuroNet;Instituciones educativas;29246,40;$20310
14/07/2021;Perú;Cybernova;Grandes clientes;75202,80;$56402,1
15/07/2021;Chile;NeuroNet;Sector público;4301,85;$3615
15/07/2021;Argentina;NeuroNet;Sector público;148815,86;$107370,75
17/07/2021;México;OmegaTech;Sector público;17476,06;$14515
19/07/2021;Chile;NexTec;Sector público;13027,20;$7080
21/07/2021;Perú;OmegaTech;Consumidores finales;406269,23;$261560
21/07/2021;Uruguay;Cybernova;Consumidores finales;5109,54;$3195
21/07/2021;México;Innovatech;Consumidores finales;483767,31;$314600
22/07/2021;Uruguay;OmegaTech;Sector público;10985,77;$8347,85
23/07/2021;Uruguay;Innovatech;Instituciones educativas;34095,60;$22960
23/07/2021;Perú;NeuroNet;Pequeñas y medianas empresas;725907,00;$664750
23/07/2021;México;NeuroNet;Grandes clientes;21502,64;$18536,76
24/07/2021;Perú;Cybernova;Sector público;11868,00;$6450
25/07/2021;Argentina;NeuroNet;Sector público;299171,25;$255450
25/07/2021;Chile;NeuroNet;Sector público;210700,00;$182000
25/07/2021;Argentina;OmegaTech;Sector público;865769,63;$756639
26/07/2021;Argentina;NeuroNet;Grandes clientes;49405,51;$38200,14
27/07/2021;Argentina;NeuroNet;Sector público;2681229,60;$2213078,4
27/07/2021;Chile;Cybernova;Pequeñas y medianas empresas;1612071,24;$1509430
28/07/2021;Argentina;OmegaTech;Grandes clientes;37319,04;$27989,28
29/07/2021;Argentina;Cybernova;Sector público;18721,08;$14535
31/07/2021;México;Innovatech;Instituciones educativas;113456,04;$84985,8
31/07/2021;Chile;OmegaTech;Grandes clientes;25932,72;$20691
1/08/2021;Uruguay;Innovatech;Instituciones educativas;16748,55;$12270
3/08/2021;Chile;NexTec;Pequeñas y medianas empresas;3056936,40;$2710050
4/08/2021;Chile;NexTec;Instituciones educativas;20826,00;$15600
4/08/2021;Chile;NexTec;Sector público;178549,31;$100308,6
4/08/2021;Uruguay;OmegaTech;Sector público;3792,30;$3149,75
4/08/2021;Perú;OmegaTech;Pequeñas y medianas empresas;407376,00;$353625
4/08/2021;Argentina;NeuroNet;Pequeñas y medianas empresas;263185,80;$255025
5/08/2021;Argentina;Innovatech;Sector público;34603,84;$28410,375
6/08/2021;Uruguay;OmegaTech;Sector público;3693,76;$2720
6/08/2021;Perú;NeuroNet;Sector público;93767,21;$53889,2
7/08/2021;Chile;NexTec;Grandes clientes;5809,69;$4736,16
7/08/2021;Uruguay;Innovatech;Grandes clientes;10619,55;$8949,06
8/08/2021;México;NexTec;Consumidores finales;115106,25;$105240
8/08/2021;México;Cybernova;Sector público;769814,50;$628420
9/08/2021;México;OmegaTech;Instituciones educativas;8744,25;$6550
9/08/2021;Perú;NexTec;Consumidores finales;335336,54;$300000
9/08/2021;Chile;Innovatech;Sector público;10262,07;$8055
9/08/2021;Argentina;Innovatech;Grandes clientes;24308,16;$18603,18
10/08/2021;Chile;NexTec;Sector público;704329,92;$533894,4
10/08/2021;Chile;OmegaTech;Sector público;896098,28;$756446,6
11/08/2021;México;OmegaTech;Sector público;484060,50;$363220
12/08/2021;Uruguay;NexTec;Sector público;24757,00;$13030
12/08/2021;México;NeuroNet;Grandes clientes;22302,24;$17244
14/08/2021;Chile;NexTec;Grandes clientes;42997,68;$36234
18/08/2021;Argentina;Cybernova;Consumidores finales;373514,42;$330600
19/08/2021;Uruguay;Cybernova;Consumidores finales;132738,75;$122709,6
20/08/2021;Argentina;NexTec;Instituciones educativas;43162,81;$32699,1
21/08/2021;Argentina;NeuroNet;Instituciones educativas;40887,45;$29310
24/08/2021;México;OmegaTech;Sector público;15928,00;$9050
25/08/2021;Perú;Innovatech;Grandes clientes;18701,93;$14764,68
26/08/2021;Argentina;NexTec;Grandes clientes;30072,48;$26226
28/08/2021;Perú;NeuroNet;Sector público;1822,59;$1315
28/08/2021;Perú;Cybernova;Sector público;655357,50;$512460
28/08/2021;Perú;NeuroNet;Sector público;1115629,06;$910717,6
30/08/2021;Perú;Cybernova;Instituciones educativas;6273,00;$4920
30/08/2021;Uruguay;NexTec;Consumidores finales;487952,44;$418532,4
31/08/2021;Argentina;Innovatech;Sector público;16220,16;$8448
1/09/2021;Chile;NexTec;Consumidores finales;248711,54;$229920
1/09/2021;Chile;Cybernova;Consumidores finales;198636,06;$189960
1/09/2021;Uruguay;NexTec;Sector público;16538,55;$12435
2/09/2021;Chile;Cybernova;Pequeñas y medianas empresas;1038082,50;$950625
3/09/2021;México;Cybernova;Pequeñas y medianas empresas;481901,40;$446205
3/09/2021;Chile;Cybernova;Pequeñas y medianas empresas;223861,44;$216920
4/09/2021;Chile;Cybernova;Pequeñas y medianas empresas;1343168,64;$1301520
6/09/2021;Argentina;Innovatech;Sector público;10423,20;$6060
7/09/2021;Perú;Cybernova;Instituciones educativas;9193,50;$6810
7/09/2021;Perú;NexTec;Sector público;135884,00;$109720
7/09/2021;Uruguay;NeuroNet;Sector público;18236,09;$15146,25
8/09/2021;Perú;NeuroNet;Consumidores finales;120256,73;$106440
8/09/2021;Chile;OmegaTech;Sector público;21732,60;$12490
9/09/2021;Argentina;Cybernova;Grandes clientes;16876,80;$13185
9/09/2021;Chile;OmegaTech;Grandes clientes;29156,16;$24849
10/09/2021;Uruguay;Innovatech;Instituciones educativas;16413,58;$12024,6
11/09/2021;Perú;NexTec;Sector público;640752,00;$495820
12/09/2021;Perú;OmegaTech;Pequeñas y medianas empresas;1613654,55;$1510912,5
13/09/2021;Chile;Innovatech;Consumidores finales;198636,06;$189960
14/09/2021;Chile;Innovatech;Grandes clientes;40682,90;$33902,415
16/09/2021;México;OmegaTech;Consumidores finales;99633,89;$96390
16/09/2021;México;OmegaTech;Sector público;6172,91;$4845,3
16/09/2021;Uruguay;NeuroNet;Pequeñas y medianas empresas;631125,00;$618750
16/09/2021;Uruguay;Cybernova;Grandes clientes;20759,78;$16741,755
17/09/2021;Argentina;OmegaTech;Pequeñas y medianas empresas;808110,00;$748250
18/09/2021;Uruguay;Cybernova;Instituciones educativas;16748,55;$12270
18/09/2021;Argentina;OmegaTech;Sector público;50597,00;$26630
19/09/2021;Uruguay;Innovatech;Instituciones educativas;136382,40;$91840
20/09/2021;Uruguay;NexTec;Sector público;683004,00;$539760
20/09/2021;Argentina;NexTec;Sector público;405733,44;$313960,4
21/09/2021;México;Cybernova;Pequeñas y medianas empresas;287400,00;$239500
24/09/2021;Uruguay;Innovatech;Instituciones educativas;29254,50;$21670
24/09/2021;Chile;NeuroNet;Instituciones educativas;184461,84;$130824
24/09/2021;Argentina;OmegaTech;Consumidores finales;261594,17;$219844,8
24/09/2021;Argentina;Cybernova;Sector público;200165,00;$156520
25/09/2021;Uruguay;Cybernova;Sector público;42433,03;$34055,4
25/09/2021;México;NeuroNet;Pequeñas y medianas empresas;236400,00;$197000
26/09/2021;Uruguay;NexTec;Consumidores finales;180056,25;$154440
26/09/2021;Argentina;OmegaTech;Sector público;43513,42;$22901,8
28/09/2021;México;NexTec;Sector público;21112,40;$11230
28/09/2021;México;Innovatech;Sector público;131300,40;$74602,5
29/09/2021;Uruguay;Innovatech;Consumidores finales;43823,08;$18990
30/09/2021;Perú;OmegaTech;Instituciones educativas;6127,65;$4539
1/10/2021;Perú;NexTec;Instituciones educativas;8613,00;$6600
1/10/2021;Argentina;OmegaTech;Grandes clientes;18421,20;$16254
2/10/2021;Chile;NeuroNet;Instituciones educativas;40100,40;$28440
2/10/2021;México;NeuroNet;Consumidores finales;121562,02;$113640
3/10/2021;Chile;NeuroNet;Sector público;32162,13;$23205
3/10/2021;México;Cybernova;Pequeñas y medianas empresas;678960,00;$615000
5/10/2021;Uruguay;OmegaTech;Consumidores finales;260192,31;$216480
5/10/2021;Chile;Cybernova;Sector público;20794,80;$11180
5/10/2021;Perú;Cybernova;Sector público;7911,54;$6210
5/10/2021;Perú;NeuroNet;Sector público;5646,76;$4690
5/10/2021;Chile;NexTec;Sector público;44729,04;$26311,2
6/10/2021;Perú;NexTec;Consumidores finales;471214,90;$421560
7/10/2021;Uruguay;OmegaTech;Consumidores finales;243731,25;$222840
7/10/2021;Perú;OmegaTech;Consumidores finales;339223,56;$332040
7/10/2021;Argentina;NeuroNet;Sector público;9837,17;$7895
7/10/2021;Chile;OmegaTech;Sector público;87799,70;$50459,6
8/10/2021;Perú;Cybernova;Grandes clientes;16282,30;$13721,04
9/10/2021;Argentina;Cybernova;Sector público;21009,00;$11175
12/10/2021;Chile;NeuroNet;Grandes clientes;85911,54;$67824,9
14/10/2021;Perú;NeuroNet;Sector público;784531,44;$654825,6
15/10/2021;Uruguay;Innovatech;Sector público;1941439,50;$1456780
16/10/2021;Uruguay;Cybernova;Grandes clientes;19401,66;$15646,5
16/10/2021;Chile;NexTec;Grandes clientes;54575,88;$47595,24
17/10/2021;Argentina;Cybernova;Sector público;24035,00;$12650
18/10/2021;Perú;Innovatech;Sector público;1017338,00;$771160
19/10/2021;Argentina;NexTec;Consumidores finales;94668,75;$79560
19/10/2021;Argentina;Innovatech;Consumidores finales;103807,21;$87240
19/10/2021;México;Cybernova;Consumidores finales;204346,15;$184800
19/10/2021;México;NeuroNet;Consumidores finales;71114,42;$66480
19/10/2021;Argentina;NeuroNet;Sector público;388510,08;$300632,8
19/10/2021;Chile;NexTec;Pequeñas y medianas empresas;563304,00;$479000
22/10/2021;Uruguay;NexTec;Sector público;33191,24;$23947,5
23/10/2021;Perú;Cybernova;Grandes clientes;7310,64;$5482,98
25/10/2021;Perú;OmegaTech;Consumidores finales;279938,94;$250440
25/10/2021;Argentina;OmegaTech;Sector público;597082,50;$521820
25/10/2021;Perú;OmegaTech;Sector público;27669,39;$20804,05
27/10/2021;Uruguay;Innovatech;Instituciones educativas;50349,60;$37296
27/10/2021;México;Innovatech;Sector público;30830,80;$16940
27/10/2021;Perú;NeuroNet;Grandes clientes;32382,41;$26114,85
30/10/2021;Chile;NeuroNet;Consumidores finales;131793,75;$110760
30/10/2021;México;Cybernova;Sector público;626640,00;$484900
30/10/2021;Uruguay;Cybernova;Sector público;644875,00;$479050
31/10/2021;México;Innovatech;Instituciones educativas;40769,25;$28610
31/10/2021;Argentina;Innovatech;Sector público;25971,72;$21571,2
31/10/2021;Perú;Innovatech;Grandes clientes;12722,40;$10044
31/10/2021;Chile;NeuroNet;Grandes clientes;25345,32;$20889
1/11/2021;Uruguay;Cybernova;Sector público;44378,40;$25215
2/11/2021;Uruguay;OmegaTech;Consumidores finales;31544,83;$19725
3/11/2021;Uruguay;Cybernova;Consumidores finales;1110576,92;$715000
3/11/2021;Perú;NexTec;Pequeñas y medianas empresas;210627,00;$201750
5/11/2021;Argentina;NeuroNet;Sector público;18721,08;$14535
6/11/2021;Uruguay;Cybernova;Sector público;683004,00;$539760
8/11/2021;Perú;NexTec;Consumidores finales;242660,25;$217089,6
8/11/2021;Argentina;Cybernova;Sector público;659613,50;$538460
9/11/2021;Chile;NexTec;Consumidores finales;281066,83;$241080
9/11/2021;Uruguay;NexTec;Consumidores finales;459611,78;$386259,6
10/11/2021;Chile;Innovatech;Sector público;40227,31;$31575,6
12/11/2021;Chile;NexTec;Instituciones educativas;79242,21;$60722
13/11/2021;Uruguay;NexTec;Sector público;35172,00;$19540
14/11/2021;Chile;OmegaTech;Sector público;326922,75;$245310
15/11/2021;Uruguay;Cybernova;Consumidores finales;754539,92;$634118,4
15/11/2021;Chile;Innovatech;Consumidores finales;1037623,53;$880921,2
15/11/2021;Uruguay;OmegaTech;Sector público;1172166,24;$1012502,4
16/11/2021;Perú;NeuroNet;Sector público;416279,50;$339820
16/11/2021;México;Innovatech;Sector público;1092024,36;$881758,8
17/11/2021;Uruguay;NexTec;Instituciones educativas;36031,50;$28260
17/11/2021;México;NexTec;Consumidores finales;93571,15;$79440
18/11/2021;Perú;NeuroNet;Grandes clientes;44514,29;$36687,6
19/11/2021;Uruguay;NeuroNet;Pequeñas y medianas empresas;124992,00;$112000
20/11/2021;Argentina;NexTec;Sector público;87514,45;$47562,2
21/11/2021;Argentina;NeuroNet;Sector público;83160,00;$70200
21/11/2021;Chile;OmegaTech;Sector público;2115812,16;$1806604,8
21/11/2021;Uruguay;NeuroNet;Pequeñas y medianas empresas;645300,00;$537750
22/11/2021;Chile;OmegaTech;Sector público;9931,00;$7710,4
23/11/2021;Chile;NexTec;Consumidores finales;328283,65;$303480
23/11/2021;Argentina;NexTec;Sector público;3292128,00;$2547480
23/11/2021;Argentina;Innovatech;Sector público;50760,98;$29512,2
23/11/2021;Perú;NeuroNet;Pequeñas y medianas empresas;76146,00;$64750
24/11/2021;Uruguay;NexTec;Consumidores finales;277809,23;$243302,4
26/11/2021;Chile;OmegaTech;Sector público;90791,42;$47287,2
27/11/2021;Chile;OmegaTech;Sector público;34356,54;$27886,8
28/11/2021;Uruguay;NexTec;Instituciones educativas;53594,10;$38010
28/11/2021;Chile;NexTec;Consumidores finales;170701,53;$163245,6
28/11/2021;Argentina;OmegaTech;Consumidores finales;1231424,42;$1205347,2
28/11/2021;Argentina;Cybernova;Sector público;45953,40;$26410
28/11/2021;Chile;NexTec;Pequeñas y medianas empresas;1926499,68;$1638180
29/11/2021;Uruguay;NexTec;Sector público;36753,60;$19760
29/11/2021;Uruguay;Cybernova;Grandes clientes;3341,52;$2754
30/11/2021;Argentina;NexTec;Consumidores finales;462456,35;$405014,4
30/11/2021;Chile;Innovatech;Grandes clientes;19338,24;$14503,68
2/12/2021;Perú;NexTec;Sector público;50438,39;$27713,4
2/12/2021;Perú;NeuroNet;Sector público;639472,12;$533748,8
3/12/2021;Argentina;Innovatech;Consumidores finales;47120,19;$39600
4/12/2021;Uruguay;NeuroNet;Sector público;492184,00;$388960
4/12/2021;Uruguay;NeuroNet;Sector público;578522,00;$499720
5/12/2021;Uruguay;Innovatech;Sector público;108622,80;$54311,4
6/12/2021;México;OmegaTech;Instituciones educativas;37050,00;$24700
7/12/2021;México;NexTec;Pequeñas y medianas empresas;700245,00;$641250
7/12/2021;Uruguay;NexTec;Grandes clientes;46444,54;$39138,66
9/12/2021;Uruguay;Cybernova;Sector público;19627,00;$10330
9/12/2021;Uruguay;Cybernova;Sector público;4981,00;$2930
10/12/2021;México;NexTec;Instituciones educativas;70358,71;$47379,6
10/12/2021;México;Innovatech;Sector público;18891,60;$10380
10/12/2021;Argentina;OmegaTech;Pequeñas y medianas empresas;754092,36;$675710
11/12/2021;Argentina;NeuroNet;Consumidores finales;496968,75;$435240
14/12/2021;México;NeuroNet;Sector público;39237,00;$22550
15/12/2021;México;OmegaTech;Instituciones educativas;29246,40;$20310
15/12/2021;Perú;OmegaTech;Sector público;10291,12;$7990
15/12/2021;México;OmegaTech;Grandes clientes;10733,40;$9045
16/12/2021;Uruguay;NeuroNet;Sector público;205707,48;$115566
17/12/2021;México;NexTec;Instituciones educativas;26133,57;$19358,2
17/12/2021;Argentina;NexTec;Sector público;44654,59;$23257,6
17/12/2021;Chile;NeuroNet;Pequeñas y medianas empresas;657316,62;$615465
18/12/2021;Argentina;NeuroNet;Consumidores finales;35922,72;$22462,5
19/12/2021;Uruguay;NexTec;Sector público;29697,00;$15630
19/12/2021;Argentina;NexTec;Pequeñas y medianas empresas;922680,00;$873750
19/12/2021;Chile;Cybernova;Pequeñas y medianas empresas;385968,00;$374000
21/12/2021;México;Innovatech;Instituciones educativas;141876,99;$99562,8
21/12/2021;México;Innovatech;Sector público;639922,50;$559260
21/12/2021;México;NeuroNet;Sector público;8969,72;$6815,9
22/12/2021;Uruguay;OmegaTech;Sector público;63861,61;$51835,725
23/12/2021;Argentina;Innovatech;Sector público;20275,20;$10560
23/12/2021;Uruguay;Cybernova;Sector público;7040,95;$5080,05
25/12/2021;Perú;NexTec;Instituciones educativas;60073,20;$40048,8
25/12/2021;Chile;OmegaTech;Sector público;3142,72;$2440
29/12/2021;Perú;OmegaTech;Instituciones educativas;11092,95;$7470
29/12/2021;México;Innovatech;Pequeñas y medianas empresas;715036,68;$692865
29/12/2021;Perú;Innovatech;Grandes clientes;9100,08;$6894
29/12/2021;Argentina;Innovatech;Grandes clientes;13429,92;$10278
30/12/2021;Argentina;NeuroNet;Instituciones educativas;30991,80;$21980
30/12/2021;Chile;Cybernova;Sector público;3503,64;$2910
30/12/2021;México;Cybernova;Pequeñas y medianas empresas;678960,00;$615000
2/01/2022;Uruguay;NeuroNet;Sector público;1215694,48;$960731,2
3/01/2022;Argentina;Cybernova;Sector público;634155,83;$547775,8
4/01/2022;Uruguay;OmegaTech;Pequeñas y medianas empresas;287481,60;$257600
6/01/2022;Perú;NexTec;Instituciones educativas;21573,00;$15300
6/01/2022;Chile;NeuroNet;Instituciones educativas;172859,68;$130954,3
6/01/2022;Argentina;Cybernova;Sector público;81514,92;$43359
6/01/2022;Perú;NeuroNet;Pequeñas y medianas empresas;230272,56;$195810
6/01/2022;Argentina;Innovatech;Pequeñas y medianas empresas;2328868,80;$2156360
7/01/2022;Argentina;Innovatech;Sector público;2207,80;$1695,7
7/01/2022;México;NeuroNet;Grandes clientes;6305,76;$5436
8/01/2022;Chile;NexTec;Sector público;37646,25;$28305,45
9/01/2022;México;OmegaTech;Sector público;11191,95;$8415
10/01/2022;México;NeuroNet;Sector público;552391,00;$436540
12/01/2022;Perú;Cybernova;Instituciones educativas;24088,32;$18892,8
12/01/2022;Uruguay;NexTec;Sector público;14714,70;$10725
12/01/2022;Perú;NexTec;Sector público;157163,28;$81012
12/01/2022;México;NeuroNet;Grandes clientes;117177,67;$99867,33
13/01/2022;Argentina;Innovatech;Instituciones educativas;42713,33;$31995
13/01/2022;Uruguay;Cybernova;Consumidores finales;96461,54;$84480
13/01/2022;Chile;NexTec;Pequeñas y medianas empresas;794440,92;$727510
15/01/2022;Argentina;Innovatech;Instituciones educativas;33499,35;$25670
15/01/2022;México;Innovatech;Sector público;8771,14;$6665
15/01/2022;México;OmegaTech;Sector público;107156,00;$89440
15/01/2022;Uruguay;Cybernova;Sector público;52404,09;$27581,1
16/01/2022;Uruguay;NeuroNet;Instituciones educativas;6762,00;$4900
16/01/2022;México;NexTec;Sector público;69670,92;$37059
17/01/2022;Perú;NeuroNet;Sector público;3835364,26;$2907273,2
19/01/2022;Uruguay;NeuroNet;Sector público;10420,62;$8655
19/01/2022;México;NeuroNet;Grandes clientes;13055,22;$11254,5
20/01/2022;Perú;Cybernova;Sector público;18818,80;$10010
20/01/2022;México;NexTec;Sector público;21700,80;$12330
23/01/2022;Argentina;Innovatech;Sector público;239183,00;$189020
23/01/2022;Perú;NeuroNet;Pequeñas y medianas empresas;582048,00;$505250
23/01/2022;México;NexTec;Pequeñas y medianas empresas;2789743,32;$2499770
24/01/2022;Chile;NexTec;Consumidores finales;41930,77;$18170
26/01/2022;México;Cybernova;Sector público;698593,28;$589721,6
28/01/2022;Uruguay;NexTec;Consumidores finales;96461,54;$84480
29/01/2022;México;Cybernova;Instituciones educativas;40767,87;$31603
29/01/2022;Chile;NeuroNet;Consumidores finales;10602,90;$6630
30/01/2022;México;Cybernova;Instituciones educativas;21801,60;$15140
30/01/2022;Chile;NeuroNet;Sector público;2837688,00;$2195830
31/01/2022;Chile;NexTec;Sector público;38821,06;$21098,4
31/01/2022;Perú;NeuroNet;Sector público;1248710,54;$1078620,4
31/01/2022;Chile;NexTec;Grandes clientes;116953,69;$98556,48
1/02/2022;Perú;NexTec;Instituciones educativas;29123,55;$20655
2/02/2022;Chile;Cybernova;Pequeñas y medianas empresas;310840,38;$267045
3/02/2022;Chile;Innovatech;Consumidores finales;608410,38;$595526,4
3/02/2022;Perú;NeuroNet;Sector público;360899,00;$311740
3/02/2022;México;OmegaTech;Sector público;1732777,20;$1462734
3/02/2022;Uruguay;Cybernova;Pequeñas y medianas empresas;230310,00;$213250
5/02/2022;Perú;Cybernova;Consumidores finales;1100296,18;$943759,2
5/02/2022;ARGENTINA;OmegaTech;Sector público;68631,62;$50023,05
7/02/2022;México;NexTec;Sector público;110840,04;$61577,8
9/02/2022;Perú;OmegaTech;Sector público;134741,73;$75697,6
9/02/2022;Perú;OmegaTech;Pequeñas y medianas empresas;535332,33;$459907,5
10/02/2022;Perú;NexTec;Instituciones educativas;10637,55;$7091,7
11/02/2022;Uruguay;Innovatech;Sector público;191383,92;$154533,6
13/02/2022;Chill;Cybernova;Sector público;1275982,89;$1089509,2
13/02/2022;Chile;Cybernova;Pequeñas y medianas empresas;474858,00;$425500
14/02/2022;Perú;NexTec;Instituciones educativas;8822,05;$6838,8
15/02/2022;Uruguay;OmegaTech;Sector público;14147,10;$10417,6
15/02/2022;Argentina;Cybernova;Grandes clientes;21359,52;$17604
17/02/2022;Argentina;NeuroNet;Sector público;26430,60;$14210
18/02/2022;Argentina;OmegaTech;Sector público;92064,00;$71240
18/02/2022;Chile;OmegaTech;Sector público;10298,82;$7910
19/02/2022;México;NexTec;Instituciones educativas;69111,07;$47993,8
19/02/2022;México;NexTec;Consumidores finales;196599,58;$177794,4
19/02/2022;Perú;NexTec;Consumidores finales;13617,69;$8430
20/02/2022;Chile;NexTec;Instituciones educativas;89489,11;$69371,4
20/02/2022;Perú;Cybernova;Consumidores finales;215256,06;$184632
20/02/2022;Uruguay;Cybernova;Grandes clientes;7317,93;$6031,26
21/02/2022;Argentina;OmegaTech;Sector público;24225,60;$12360
23/02/2022;México;NeuroNet;Sector público;43665,47;$36267
24/02/2022;México;Innovatech;Sector público;4472,00;$2600
25/02/2022;Uruguay;NeuroNet;Consumidores finales;267705,87;$262036,8
25/02/2022;Chile;Cybernova;Sector público;5217,03;$4095
26/02/2022;Perú;OmegaTech;Sector público;4338,00;$2410
27/02/2022;Chile;NexTec;Consumidores finales;41930,77;$18170
27/02/2022;Chile;Cybernova;Grandes clientes;30216,00;$22662
1/03/2022;Argentina;Cybernova;Pequeñas y medianas empresas;683397,00;$575250
2/03/2022;Chile;NexTec;Sector público;176612,40;$88306,2
3/03/2022;México;Cybernova;Instituciones educativas;26486,40;$19840
3/03/2022;México;Innovatech;Sector público;2322918,68;$2030113,8
4/03/2022;Perú;NeuroNet;Sector público;121763,97;$64086,3
5/03/2022;Argentina;NeuroNet;Sector público;12205,41;$9177
7/03/2022;Chile;OmegaTech;Sector público;152027,13;$85408,5
7/03/2022;Perú;OmegaTech;Sector público;88381,57;$50216,8
8/03/2022;Chile;Innovatech;Sector público;16121,40;$8310
